# variable: T
# units: $^oC$
date leadtime location lat lon altitude obs fcst p0 p11 pit
20120114 20 415 49.35 -122.77 0 -2.45 -0.05 0.519 1.000 0.01
20120114 21 415 49.35 -122.77 0 -2.52 -1.94 0.961 1.000 0.30
20120114 22 415 49.35 -122.77 0 -3.94 -2.66 0.999 1.000 0.08
20120114 23 415 49.35 -122.77 0 -4.18 -3.34 1.000 1.000 0.18
20120114 24 415 49.35 -122.77 0 -8.63 -3.33 0.987 1.000 0.00
20120115 0 415 49.35 -122.77 0 -8.63 -7.33 1.000 1.000 0.10
20120115 1 415 49.35 -122.77 0 -8.16 -7.45 1.000 1.000 0.21
20120115 2 415 49.35 -122.77 0 -7.91 -6.83 1.000 1.000 0.14
20120115 3 415 49.35 -122.77 0 -7.11 -5.64 1.000 1.000 0.09
20120115 4 415 49.35 -122.77 0 -7.26 -5.39 1.000 1.000 0.03
20120115 5 415 49.35 -122.77 0 -5.70 -4.33 1.000 1.000 0.14
20120115 6 415 49.35 -122.77 0 -4.29 -1.33 0.815 1.000 0.02
20120115 7 415 49.35 -122.77 0 -4.14 -0.74 0.662 1.000 0.03
20120115 8 415 49.35 -122.77 0 -3.04 1.12 0.301 1.000 0.03
20120115 9 415 49.35 -122.77 0 -2.15 2.52 0.127 1.000 0.02
20120115 10 415 49.35 -122.77 0 -1.38 2.63 0.159 0.999 0.06
20120115 11 415 49.35 -122.77 0 -1.17 4.31 0.054 0.994 0.02
20120115 12 415 49.35 -122.77 0 -0.72 2.80 0.161 0.998 0.11
20120115 13 415 49.35 -122.77 0 -0.87 3.49 0.100 0.997 0.05
20120115 14 415 49.35 -122.77 0 -1.08 3.84 0.048 0.999 0.02
20120115 15 415 49.35 -122.77 0 -2.25 1.32 0.290 1.000 0.07
20120115 16 415 49.35 -122.77 0 -3.30 1.95 0.199 1.000 0.01
20120115 17 415 49.35 -122.77 0 -3.93 -0.13 0.528 1.000 0.02
20120115 18 415 49.35 -122.77 0 -4.82 -2.11 0.919 1.000 0.04
20120115 19 415 49.35 -122.77 0 -5.33 -4.18 0.999 1.000 0.20
20120115 20 415 49.35 -122.77 0 -6.18 -4.74 1.000 1.000 0.10
20120115 21 415 49.35 -122.77 0 -7.83 -6.19 1.000 1.000 0.07
20120115 22 415 49.35 -122.77 0 -8.01 -7.09 1.000 1.000 0.16
20120115 23 415 49.35 -122.77 0 -7.98 -7.87 1.000 1.000 0.45
20120115 24 415 49.35 -122.77 0 -6.41 -8.29 1.000 1.000 0.89
20120116 0 415 49.35 -122.77 0 -6.41 -6.26 1.000 1.000 0.44
20120116 1 415 49.35 -122.77 0 -6.67 -5.83 1.000 1.000 0.17
20120116 2 415 49.35 -122.77 0 -5.71 -5.74 1.000 1.000 0.52
20120116 3 415 49.35 -122.77 0 -4.67 -2.77 0.994 1.000 0.04
20120116 4 415 49.35 -122.77 0 -4.79 -3.63 1.000 1.000 0.13
20120116 5 415 49.35 -122.77 0 -2.95 -0.93 0.766 1.000 0.06
20120116 6 415 49.35 -122.77 0 -2.04 -0.16 0.541 1.000 0.11
20120116 7 415 49.35 -122.77 0 -1.93 1.61 0.192 1.000 0.03
20120116 8 415 49.35 -122.77 0 -0.44 2.63 0.120 1.000 0.09
20120116 9 415 49.35 -122.77 0 0.61 2.65 0.129 1.000 0.19
20120116 10 415 49.35 -122.77 0 1.28 3.74 0.083 0.997 0.18
20120116 11 415 49.35 -122.77 0 2.16 5.49 0.026 0.975 0.12
20120116 12 415 49.35 -122.77 0 1.41 4.65 0.052 0.987 0.13
20120116 13 415 49.35 -122.77 0 1.47 5.41 0.026 0.977 0.08
20120116 14 415 49.35 -122.77 0 1.53 3.44 0.079 0.999 0.22
20120116 15 415 49.35 -122.77 0 0.10 3.48 0.076 0.999 0.08
20120116 16 415 49.35 -122.77 0 -0.06 1.99 0.209 1.000 0.20
20120116 17 415 49.35 -122.77 0 -1.78 0.87 0.328 1.000 0.09
20120116 18 415 49.35 -122.77 0 -2.29 -0.02 0.505 1.000 0.07
20120116 19 415 49.35 -122.77 0 -3.76 -2.84 0.979 1.000 0.25
20120116 20 415 49.35 -122.77 0 -5.20 -3.05 0.997 1.000 0.03
20120116 21 415 49.35 -122.77 0 -5.30 -4.81 1.000 1.000 0.33
20120116 22 415 49.35 -122.77 0 -5.92 -4.99 1.000 1.000 0.15
20120116 23 415 49.35 -122.77 0 -5.94 -6.34 1.000 1.000 0.67
20120116 24 415 49.35 -122.77 0 -7.79 -6.81 1.000 1.000 0.29
20120117 0 415 49.35 -122.77 0 -7.79 -7.72 1.000 1.000 0.47
20120117 1 415 49.35 -122.77 0 -8.51 -6.84 1.000 1.000 0.03
20120117 2 415 49.35 -122.77 0 -7.96 -6.99 1.000 1.000 0.16
20120117 3 415 49.35 -122.77 0 -7.41 -6.26 1.000 1.000 0.16
20120117 4 415 49.35 -122.77 0 -5.78 -5.66 1.000 1.000 0.46
20120117 5 415 49.35 -122.77 0 -5.46 -3.80 0.998 1.000 0.10
20120117 6 415 49.35 -122.77 0 -4.18 -2.27 0.926 1.000 0.11
20120117 7 415 49.35 -122.77 0 -3.28 -0.70 0.642 1.000 0.09
20120117 8 415 49.35 -122.77 0 -2.24 -0.05 0.509 1.000 0.17
20120117 9 415 49.35 -122.77 0 -1.29 2.32 0.159 1.000 0.06
20120117 10 415 49.35 -122.77 0 -1.25 2.23 0.203 0.999 0.10
20120117 11 415 49.35 -122.77 0 -0.87 4.59 0.053 0.988 0.03
20120117 12 415 49.35 -122.77 0 -0.31 2.85 0.160 0.998 0.14
20120117 13 415 49.35 -122.77 0 -0.20 2.83 0.159 0.998 0.14
20120117 14 415 49.35 -122.77 0 -1.39 2.82 0.123 1.000 0.04
20120117 15 415 49.35 -122.77 0 -1.65 2.25 0.180 1.000 0.06
20120117 16 415 49.35 -122.77 0 -2.31 0.69 0.390 1.000 0.11
20120117 17 415 49.35 -122.77 0 -3.15 -0.48 0.597 1.000 0.09
20120117 18 415 49.35 -122.77 0 -4.49 -1.11 0.757 1.000 0.02
20120117 19 415 49.35 -122.77 0 -4.88 -4.15 0.999 1.000 0.30
20120117 20 415 49.35 -122.77 0 -6.33 -5.49 1.000 1.000 0.24
20120117 21 415 49.35 -122.77 0 -7.07 -5.16 1.000 1.000 0.04
20120117 22 415 49.35 -122.77 0 -7.68 -8.48 1.000 1.000 0.81
20120117 23 415 49.35 -122.77 0 -8.12 -6.73 1.000 1.000 0.06
20120117 24 415 49.35 -122.77 0 -6.84 -8.71 1.000 1.000 0.85
20120118 0 415 49.35 -122.77 0 -6.84 -8.11 1.000 1.000 0.90
20120118 1 415 49.35 -122.77 0 -6.87 -6.73 1.000 1.000 0.44
20120118 2 415 49.35 -122.77 0 -7.21 -5.93 1.000 1.000 0.09
20120118 3 415 49.35 -122.77 0 -5.92 -5.69 1.000 1.000 0.42
20120118 4 415 49.35 -122.77 0 -5.32 -3.49 1.000 1.000 0.04
20120118 5 415 49.35 -122.77 0 -5.07 -2.51 0.971 1.000 0.03
20120118 6 415 49.35 -122.77 0 -4.11 -1.05 0.747 1.000 0.03
20120118 7 415 49.35 -122.77 0 -2.36 0.90 0.323 1.000 0.05
20120118 8 415 49.35 -122.77 0 -1.26 1.08 0.318 1.000 0.15
20120118 9 415 49.35 -122.77 0 -0.94 2.69 0.130 1.000 0.06
20120118 10 415 49.35 -122.77 0 -0.06 3.92 0.075 0.995 0.07
20120118 11 415 49.35 -122.77 0 -0.01 5.16 0.041 0.976 0.04
20120118 12 415 49.35 -122.77 0 1.43 4.85 0.046 0.984 0.12
20120118 13 415 49.35 -122.77 0 0.82 5.11 0.036 0.981 0.07
20120118 14 415 49.35 -122.77 0 1.05 3.93 0.058 0.998 0.12
20120118 15 415 49.35 -122.77 0 -0.52 3.47 0.085 0.999 0.06
20120118 16 415 49.35 -122.77 0 -1.30 2.21 0.186 1.000 0.08
20120118 17 415 49.35 -122.77 0 -1.82 -0.04 0.507 1.000 0.19
20120118 18 415 49.35 -122.77 0 -2.93 -1.19 0.760 1.000 0.15
20120118 19 415 49.35 -122.77 0 -4.48 -2.32 0.956 1.000 0.06
20120118 20 415 49.35 -122.77 0 -6.13 -2.76 0.991 1.000 0.00
20120118 21 415 49.35 -122.77 0 -5.66 -6.04 1.000 1.000 0.63
20120118 22 415 49.35 -122.77 0 -6.93 -6.65 1.000 1.000 0.38
20120118 23 415 49.35 -122.77 0 -7.64 -8.24 1.000 1.000 0.74
20120118 24 415 49.35 -122.77 0 -7.38 -7.49 1.000 1.000 0.52
20120119 0 415 49.35 -122.77 0 -7.38 -5.64 1.000 1.000 0.04
20120119 1 415 49.35 -122.77 0 -6.82 -7.24 1.000 1.000 0.68
20120119 2 415 49.35 -122.77 0 -6.03 -5.40 1.000 1.000 0.26
20120119 3 415 49.35 -122.77 0 -4.87 -4.34 1.000 1.000 0.32
20120119 4 415 49.35 -122.77 0 -4.65 -3.43 0.999 1.000 0.12
20120119 5 415 49.35 -122.77 0 -3.24 -1.49 0.860 1.000 0.10
20120119 6 415 49.35 -122.77 0 -2.62 -0.46 0.609 1.000 0.10
20120119 7 415 49.35 -122.77 0 -2.13 1.89 0.174 1.000 0.02
20120119 8 415 49.35 -122.77 0 -0.61 2.11 0.177 1.000 0.12
20120119 9 415 49.35 -122.77 0 -0.12 3.63 0.068 0.999 0.06
20120119 10 415 49.35 -122.77 0 1.69 4.81 0.041 0.987 0.13
20120119 11 415 49.35 -122.77 0 1.15 5.51 0.036 0.964 0.08
20120119 12 415 49.35 -122.77 0 0.78 6.60 0.011 0.936 0.02
20120119 13 415 49.35 -122.77 0 1.16 5.93 0.020 0.960 0.05
20120119 14 415 49.35 -122.77 0 1.08 5.13 0.021 0.990 0.05
20120119 15 415 49.35 -122.77 0 0.60 4.01 0.060 0.997 0.09
20120119 16 415 49.35 -122.77 0 -0.47 2.63 0.148 1.000 0.11
20120119 17 415 49.35 -122.77 0 -1.92 1.84 0.178 1.000 0.03
20120119 18 415 49.35 -122.77 0 -2.64 0.20 0.454 1.000 0.05
20120119 19 415 49.35 -122.77 0 -3.71 -1.74 0.894 1.000 0.08
20120119 20 415 49.35 -122.77 0 -5.65 -3.00 0.990 1.000 0.02
20120119 21 415 49.35 -122.77 0 -5.23 -5.24 1.000 1.000 0.50
20120119 22 415 49.35 -122.77 0 -6.17 -4.70 1.000 1.000 0.05
20120119 23 415 49.35 -122.77 0 -6.65 -5.99 1.000 1.000 0.23
20120119 24 415 49.35 -122.77 0 -3.76 -6.92 1.000 1.000 0.96
20120120 0 415 49.35 -122.77 0 -3.76 -3.42 1.000 1.000 0.37
20120120 1 415 49.35 -122.77 0 -3.69 -3.52 1.000 1.000 0.42
20120120 2 415 49.35 -122.77 0 -4.07 -3.45 1.000 1.000 0.26
20120120 3 415 49.35 -122.77 0 -2.51 -2.68 0.992 1.000 0.56
20120120 4 415 49.35 -122.77 0 -1.82 -2.19 0.980 1.000 0.64
20120120 5 415 49.35 -122.77 0 -1.06 -0.38 0.607 1.000 0.31
20120120 6 415 49.35 -122.77 0 1.02 2.43 0.073 1.000 0.20
20120120 7 415 49.35 -122.77 0 1.07 3.08 0.072 1.000 0.17
20120120 8 415 49.35 -122.77 0 2.61 5.36 0.010 0.993 0.12
20120120 9 415 49.35 -122.77 0 3.11 6.24 0.006 0.972 0.10
20120120 10 415 49.35 -122.77 0 2.85 7.56 0.003 0.892 0.05
20120120 11 415 49.35 -122.77 0 4.51 7.06 0.012 0.897 0.21
20120120 12 415 49.35 -122.77 0 4.29 6.67 0.014 0.922 0.22
20120120 13 415 49.35 -122.77 0 3.98 7.14 0.008 0.902 0.14
20120120 14 415 49.35 -122.77 0 4.15 7.79 0.001 0.893 0.08
20120120 15 415 49.35 -122.77 0 3.28 6.41 0.007 0.960 0.12
20120120 16 415 49.35 -122.77 0 1.73 3.25 0.100 0.999 0.27
20120120 17 415 49.35 -122.77 0 1.72 2.61 0.105 1.000 0.34
20120120 18 415 49.35 -122.77 0 0.45 1.54 0.188 1.000 0.27
20120120 19 415 49.35 -122.77 0 -0.40 -0.02 0.505 1.000 0.39
20120120 20 415 49.35 -122.77 0 -2.60 -1.41 0.850 1.000 0.19
20120120 21 415 49.35 -122.77 0 -3.53 -2.22 0.978 1.000 0.12
20120120 22 415 49.35 -122.77 0 -3.75 -3.36 1.000 1.000 0.33
20120120 23 415 49.35 -122.77 0 -3.58 -4.13 1.000 1.000 0.73
20120120 24 415 49.35 -122.77 0 -7.61 -4.43 0.994 1.000 0.03
20120121 0 415 49.35 -122.77 0 -7.61 -8.90 1.000 1.000 0.90
20120121 1 415 49.35 -122.77 0 -7.93 -9.32 1.000 1.000 0.94
20120121 2 415 49.35 -122.77 0 -7.66 -8.93 1.000 1.000 0.91
20120121 3 415 49.35 -122.77 0 -7.23 -5.39 1.000 1.000 0.05
20120121 4 415 49.35 -122.77 0 -5.95 -6.07 1.000 1.000 0.55
20120121 5 415 49.35 -122.77 0 -4.69 -3.65 0.996 1.000 0.22
20120121 6 415 49.35 -122.77 0 -4.11 -3.23 0.974 1.000 0.30
20120121 7 415 49.35 -122.77 0 -3.90 -1.29 0.730 1.000 0.11
20120121 8 415 49.35 -122.77 0 -2.17 0.62 0.393 1.000 0.11
20120121 9 415 49.35 -122.77 0 -1.47 1.80 0.238 1.000 0.10
20120121 10 415 49.35 -122.77 0 -0.74 3.43 0.116 0.996 0.07
20120121 11 415 49.35 -122.77 0 -0.71 2.84 0.179 0.996 0.13
20120121 12 415 49.35 -122.77 0 -0.43 4.08 0.088 0.989 0.07
20120121 13 415 49.35 -122.77 0 -0.67 2.40 0.211 0.998 0.15
20120121 14 415 49.35 -122.77 0 -0.79 2.52 0.168 0.999 0.10
20120121 15 415 49.35 -122.77 0 -1.34 1.11 0.337 1.000 0.18
20120121 16 415 49.35 -122.77 0 -2.43 0.61 0.404 1.000 0.11
20120121 17 415 49.35 -122.77 0 -3.48 -2.50 0.889 1.000 0.32
20120121 18 415 49.35 -122.77 0 -4.09 -3.06 0.963 1.000 0.28
20120121 19 415 49.35 -122.77 0 -5.84 -5.28 1.000 1.000 0.34
20120121 20 415 49.35 -122.77 0 -6.44 -5.59 1.000 1.000 0.26
20120121 21 415 49.35 -122.77 0 -7.62 -7.14 1.000 1.000 0.33
20120121 22 415 49.35 -122.77 0 -7.73 -7.53 1.000 1.000 0.41
20120121 23 415 49.35 -122.77 0 -8.10 -8.48 1.000 1.000 0.67
20120121 24 415 49.35 -122.77 0 -6.22 -8.15 1.000 1.000 0.86
20120122 0 415 49.35 -122.77 0 -6.22 -5.03 1.000 1.000 0.13
20120122 1 415 49.35 -122.77 0 -5.24 -4.83 1.000 1.000 0.32
20120122 2 415 49.35 -122.77 0 -4.70 -4.79 1.000 1.000 0.53
20120122 3 415 49.35 -122.77 0 -4.23 -4.28 1.000 1.000 0.52
20120122 4 415 49.35 -122.77 0 -3.30 -2.83 0.997 1.000 0.32
20120122 5 415 49.35 -122.77 0 -2.53 -0.51 0.647 1.000 0.07
20120122 6 415 49.35 -122.77 0 -1.30 -1.45 0.811 1.000 0.53
20120122 7 415 49.35 -122.77 0 -0.83 2.29 0.141 1.000 0.07
20120122 8 415 49.35 -122.77 0 0.30 3.94 0.045 0.999 0.06
20120122 9 415 49.35 -122.77 0 1.42 5.56 0.014 0.984 0.05
20120122 10 415 49.35 -122.77 0 2.18 6.09 0.018 0.954 0.09
20120122 11 415 49.35 -122.77 0 2.60 7.40 0.009 0.876 0.06
20120122 12 415 49.35 -122.77 0 2.12 7.21 0.010 0.891 0.05
20120122 13 415 49.35 -122.77 0 2.99 6.20 0.019 0.946 0.14
20120122 14 415 49.35 -122.77 0 1.33 4.91 0.032 0.989 0.09
20120122 15 415 49.35 -122.77 0 1.99 3.84 0.072 0.997 0.24
20120122 16 415 49.35 -122.77 0 0.46 3.67 0.073 0.998 0.10
20120122 17 415 49.35 -122.77 0 0.17 2.71 0.090 1.000 0.10
20120122 18 415 49.35 -122.77 0 -2.03 0.21 0.451 1.000 0.09
20120122 19 415 49.35 -122.77 0 -2.46 -1.77 0.901 1.000 0.31
20120122 20 415 49.35 -122.77 0 -3.69 -3.26 0.992 1.000 0.38
20120122 21 415 49.35 -122.77 0 -4.22 -3.82 1.000 1.000 0.36
20120122 22 415 49.35 -122.77 0 -5.28 -5.05 1.000 1.000 0.40
20120122 23 415 49.35 -122.77 0 -6.41 -5.44 1.000 1.000 0.13
20120122 24 415 49.35 -122.77 0 -6.14 -5.10 0.997 1.000 0.29
20120123 0 415 49.35 -122.77 0 -6.14 -5.42 1.000 1.000 0.24
20120123 1 415 49.35 -122.77 0 -5.51 -5.00 1.000 1.000 0.28
20120123 2 415 49.35 -122.77 0 -4.96 -3.86 1.000 1.000 0.13
20120123 3 415 49.35 -122.77 0 -4.19 -3.69 1.000 1.000 0.32
20120123 4 415 49.35 -122.77 0 -2.82 -1.08 0.856 1.000 0.04
20120123 5 415 49.35 -122.77 0 -2.31 -1.82 0.904 1.000 0.36
20120123 6 415 49.35 -122.77 0 -0.76 0.83 0.304 1.000 0.16
20120123 7 415 49.35 -122.77 0 -0.78 2.77 0.101 1.000 0.05
20120123 8 415 49.35 -122.77 0 0.74 4.34 0.034 0.997 0.07
20120123 9 415 49.35 -122.77 0 1.06 5.36 0.020 0.985 0.05
20120123 10 415 49.35 -122.77 0 1.73 7.16 0.008 0.903 0.03
20120123 11 415 49.35 -122.77 0 2.62 5.94 0.031 0.944 0.15
20120123 12 415 49.35 -122.77 0 3.78 7.01 0.014 0.896 0.15
20120123 13 415 49.35 -122.77 0 2.13 6.00 0.023 0.952 0.10
20120123 14 415 49.35 -122.77 0 2.43 5.76 0.016 0.975 0.11
20120123 15 415 49.35 -122.77 0 0.95 4.38 0.047 0.994 0.09
20120123 16 415 49.35 -122.77 0 1.03 4.59 0.036 0.994 0.08
20120123 17 415 49.35 -122.77 0 -0.65 1.79 0.190 1.000 0.12
20120123 18 415 49.35 -122.77 0 -1.14 0.78 0.324 1.000 0.13
20120123 19 415 49.35 -122.77 0 -2.44 -1.52 0.868 1.000 0.25
20120123 20 415 49.35 -122.77 0 -3.32 -2.63 0.977 1.000 0.30
20120123 21 415 49.35 -122.77 0 -4.14 -2.80 0.995 1.000 0.11
20120123 22 415 49.35 -122.77 0 -4.53 -4.60 1.000 1.000 0.53
20120123 23 415 49.35 -122.77 0 -5.71 -4.06 1.000 1.000 0.03
20120123 24 415 49.35 -122.77 0 -5.51 -6.32 1.000 1.000 0.67
20120124 0 415 49.35 -122.77 0 -5.51 -6.90 1.000 1.000 0.91
20120124 1 415 49.35 -122.77 0 -5.74 -5.98 1.000 1.000 0.61
20120124 2 415 49.35 -122.77 0 -6.01 -4.65 1.000 1.000 0.08
20120124 3 415 49.35 -122.77 0 -4.75 -5.65 1.000 1.000 0.80
20120124 4 415 49.35 -122.77 0 -3.46 -3.41 0.999 1.000 0.48
20120124 5 415 49.35 -122.77 0 -2.98 -2.22 0.947 1.000 0.29
20120124 6 415 49.35 -122.77 0 -1.65 0.15 0.464 1.000 0.13
20120124 7 415 49.35 -122.77 0 -0.11 1.02 0.324 1.000 0.31
20120124 8 415 49.35 -122.77 0 0.27 2.22 0.180 1.000 0.21
20120124 9 415 49.35 -122.77 0 2.11 3.79 0.079 0.996 0.27
20120124 10 415 49.35 -122.77 0 2.21 5.86 0.028 0.953 0.12
20120124 11 415 49.35 -122.77 0 1.84 4.29 0.089 0.982 0.22
20120124 12 415 49.35 -122.77 0 3.21 5.21 0.050 0.966 0.26
20120124 13 415 49.35 -122.77 0 2.37 5.40 0.038 0.968 0.16
20120124 14 415 49.35 -122.77 0 2.22 3.79 0.081 0.996 0.28
20120124 15 415 49.35 -122.77 0 1.02 4.09 0.061 0.996 0.12
20120124 16 415 49.35 -122.77 0 0.85 2.56 0.162 0.999 0.25
20120124 17 415 49.35 -122.77 0 0.06 1.08 0.300 1.000 0.31
20120124 18 415 49.35 -122.77 0 -1.38 0.09 0.480 1.000 0.20
20120124 19 415 49.35 -122.77 0 -2.44 -1.66 0.891 1.000 0.28
20120124 20 415 49.35 -122.77 0 -4.13 -4.01 0.999 1.000 0.46
20120124 21 415 49.35 -122.77 0 -4.47 -3.85 1.000 1.000 0.28
20120124 22 415 49.35 -122.77 0 -4.32 -5.78 1.000 1.000 0.95
20120124 23 415 49.35 -122.77 0 -5.24 -6.33 1.000 1.000 0.88
20120124 24 415 49.35 -122.77 0 -4.45 -7.12 1.000 1.000 0.93
20120125 0 415 49.35 -122.77 0 -4.45 -4.16 1.000 1.000 0.39
20120125 1 415 49.35 -122.77 0 -4.06 -4.15 1.000 1.000 0.54
20120125 2 415 49.35 -122.77 0 -2.62 -2.94 0.999 1.000 0.63
20120125 3 415 49.35 -122.77 0 -2.28 -2.72 0.994 1.000 0.66
20120125 4 415 49.35 -122.77 0 -1.17 -3.06 0.998 1.000 0.97
20120125 5 415 49.35 -122.77 0 0.03 -0.21 0.563 1.000 0.57
20120125 6 415 49.35 -122.77 0 0.70 0.65 0.344 1.000 0.51
20120125 7 415 49.35 -122.77 0 1.65 3.33 0.065 1.000 0.22
20120125 8 415 49.35 -122.77 0 2.67 4.33 0.037 0.997 0.25
20120125 9 415 49.35 -122.77 0 3.07 6.07 0.011 0.968 0.13
20120125 10 415 49.35 -122.77 0 3.88 5.92 0.028 0.950 0.26
20120125 11 415 49.35 -122.77 0 4.67 7.22 0.011 0.883 0.21
20120125 12 415 49.35 -122.77 0 4.50 6.95 0.013 0.901 0.22
20120125 13 415 49.35 -122.77 0 4.06 8.22 0.003 0.821 0.09
20120125 14 415 49.35 -122.77 0 4.32 6.91 0.005 0.936 0.17
20120125 15 415 49.35 -122.77 0 3.53 6.04 0.012 0.969 0.17
20120125 16 415 49.35 -122.77 0 2.51 4.07 0.057 0.997 0.27
20120125 17 415 49.35 -122.77 0 0.82 2.23 0.136 1.000 0.24
20120125 18 415 49.35 -122.77 0 1.01 1.64 0.170 1.000 0.36
20120125 19 415 49.35 -122.77 0 -0.26 -1.97 0.931 1.000 0.90
20120125 20 415 49.35 -122.77 0 -0.86 -2.16 0.954 1.000 0.85
20120125 21 415 49.35 -122.77 0 -2.76 -3.19 0.998 1.000 0.65
20120125 22 415 49.35 -122.77 0 -2.93 -3.67 1.000 1.000 0.80
20120125 23 415 49.35 -122.77 0 -3.53 -4.83 1.000 1.000 0.92
20120125 24 415 49.35 -122.77 0 -3.83 -5.33 0.998 1.000 0.79
20120126 0 415 49.35 -122.77 0 -3.83 -6.48 1.000 1.000 0.99
20120126 1 415 49.35 -122.77 0 -4.43 -7.06 1.000 1.000 1.00
20120126 2 415 49.35 -122.77 0 -3.31 -4.61 1.000 1.000 0.91
20120126 3 415 49.35 -122.77 0 -2.64 -4.35 1.000 1.000 0.95
20120126 4 415 49.35 -122.77 0 -2.14 -3.32 0.999 1.000 0.87
20120126 5 415 49.35 -122.77 0 -1.29 -1.62 0.888 1.000 0.60
20120126 6 415 49.35 -122.77 0 0.34 -0.50 0.624 1.000 0.70
20120126 7 415 49.35 -122.77 0 1.32 2.06 0.174 1.000 0.37
20120126 8 415 49.35 -122.77 0 1.19 2.80 0.121 1.000 0.25
20120126 9 415 49.35 -122.77 0 2.73 4.76 0.037 0.990 0.22
20120126 10 415 49.35 -122.77 0 3.42 5.15 0.046 0.972 0.29
20120126 11 415 49.35 -122.77 0 3.63 5.83 0.032 0.950 0.24
20120126 12 415 49.35 -122.77 0 4.12 6.80 0.015 0.911 0.20
20120126 13 415 49.35 -122.77 0 4.39 5.89 0.028 0.952 0.31
20120126 14 415 49.35 -122.77 0 2.97 5.33 0.023 0.983 0.19
20120126 15 415 49.35 -122.77 0 3.30 4.47 0.046 0.993 0.33
20120126 16 415 49.35 -122.77 0 2.76 2.49 0.164 1.000 0.54
20120126 17 415 49.35 -122.77 0 0.77 2.64 0.095 1.000 0.18
20120126 18 415 49.35 -122.77 0 0.20 -0.67 0.653 1.000 0.70
20120126 19 415 49.35 -122.77 0 -1.02 -0.52 0.650 1.000 0.35
20120126 20 415 49.35 -122.77 0 -1.89 -2.45 0.972 1.000 0.67
20120126 21 415 49.35 -122.77 0 -3.12 -3.59 1.000 1.000 0.67
20120126 22 415 49.35 -122.77 0 -3.01 -4.88 1.000 1.000 0.98
20120126 23 415 49.35 -122.77 0 -3.18 -5.76 1.000 1.000 1.00
20120126 24 415 49.35 -122.77 0 -8.05 -5.00 0.996 1.000 0.05
20120127 0 415 49.35 -122.77 0 -8.05 -8.68 1.000 1.000 0.71
20120127 1 415 49.35 -122.77 0 -8.07 -8.76 1.000 1.000 0.76
20120127 2 415 49.35 -122.77 0 -7.63 -8.30 1.000 1.000 0.75
20120127 3 415 49.35 -122.77 0 -7.84 -7.48 1.000 1.000 0.37
20120127 4 415 49.35 -122.77 0 -5.85 -6.54 1.000 1.000 0.74
20120127 5 415 49.35 -122.77 0 -5.48 -4.35 1.000 1.000 0.19
20120127 6 415 49.35 -122.77 0 -3.77 -3.19 0.979 1.000 0.36
20120127 7 415 49.35 -122.77 0 -2.87 -2.36 0.864 1.000 0.41
20120127 8 415 49.35 -122.77 0 -2.54 0.36 0.439 1.000 0.11
20120127 9 415 49.35 -122.77 0 -0.68 -0.51 0.576 1.000 0.47
20120127 10 415 49.35 -122.77 0 -0.97 2.15 0.239 0.998 0.15
20120127 11 415 49.35 -122.77 0 -0.29 2.51 0.211 0.997 0.18
20120127 12 415 49.35 -122.77 0 0.44 2.97 0.170 0.995 0.21
20120127 13 415 49.35 -122.77 0 -0.39 2.60 0.196 0.997 0.16
20120127 14 415 49.35 -122.77 0 -0.06 2.75 0.151 0.999 0.15
20120127 15 415 49.35 -122.77 0 -1.84 1.46 0.288 1.000 0.10
20120127 16 415 49.35 -122.77 0 -1.47 0.53 0.416 1.000 0.21
20120127 17 415 49.35 -122.77 0 -3.34 -1.49 0.771 1.000 0.18
20120127 18 415 49.35 -122.77 0 -4.21 -2.46 0.929 1.000 0.15
20120127 19 415 49.35 -122.77 0 -5.57 -4.71 1.000 1.000 0.26
20120127 20 415 49.35 -122.77 0 -5.92 -6.50 1.000 1.000 0.68
20120127 21 415 49.35 -122.77 0 -7.38 -8.06 1.000 1.000 0.74
20120127 22 415 49.35 -122.77 0 -8.22 -8.51 1.000 1.000 0.62
20120127 23 415 49.35 -122.77 0 -8.30 -9.39 1.000 1.000 0.85
20120127 24 415 49.35 -122.77 0 -5.50 -9.74 1.000 1.000 0.99
20120128 0 415 49.35 -122.77 0 -5.50 -7.02 1.000 1.000 0.91
20120128 1 415 49.35 -122.77 0 -4.96 -6.42 1.000 1.000 0.94
20120128 2 415 49.35 -122.77 0 -4.68 -6.20 1.000 1.000 0.94
20120128 3 415 49.35 -122.77 0 -4.32 -4.97 1.000 1.000 0.73
20120128 4 415 49.35 -122.77 0 -3.05 -3.76 1.000 1.000 0.75
20120128 5 415 49.35 -122.77 0 -2.01 -2.03 0.940 1.000 0.51
20120128 6 415 49.35 -122.77 0 -1.62 -0.71 0.676 1.000 0.28
20120128 7 415 49.35 -122.77 0 -0.84 -0.09 0.516 1.000 0.36
20120128 8 415 49.35 -122.77 0 0.74 1.72 0.236 1.000 0.34
20120128 9 415 49.35 -122.77 0 1.71 2.64 0.156 0.999 0.36
20120128 10 415 49.35 -122.77 0 2.39 3.86 0.101 0.991 0.31
20120128 11 415 49.35 -122.77 0 2.75 3.66 0.120 0.991 0.39
20120128 12 415 49.35 -122.77 0 2.36 4.79 0.060 0.978 0.22
20120128 13 415 49.35 -122.77 0 2.92 4.91 0.053 0.978 0.26
20120128 14 415 49.35 -122.77 0 2.42 4.42 0.049 0.993 0.23
20120128 15 415 49.35 -122.77 0 1.54 3.16 0.116 0.998 0.27
